slice,kind,label,n,residual,ci_lo,ci_hi,p,fdr
"GLOBAL (all modes, all maps)",pair,"Pierce + Belle",184,-0.006818,-0.081570,0.063107,0.85391,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Meeple",647,0.003508,-0.035028,0.038290,0.85435,false
"GLOBAL (all modes, all maps)",pair,"Bibi + Jessie",60,-0.011336,-0.141367,0.109990,0.85609,false
"GLOBAL (all modes, all maps)",pair,"Meg + 8-Bit",618,-0.003508,-0.041333,0.034896,0.85621,false
"GLOBAL (all modes, all maps)",pair,"Chuck + Surge",138,0.007574,-0.071150,0.089269,0.85696,false
"GLOBAL (all modes, all maps)",pair,"Kit + Byron",93,0.009221,-0.089018,0.110572,0.85718,false
"GLOBAL (all modes, all maps)",pair,"Emz + Carl",120,0.008247,-0.081504,0.101053,0.85765,false
"GLOBAL (all modes, all maps)",pair,"Moe + Meg",82,0.009821,-0.102233,0.111458,0.85853,false
"GLOBAL (all modes, all maps)",pair,"Meg + Amber",60,0.011361,-0.109675,0.138291,0.85873,false
"GLOBAL (all modes, all maps)",pair,"Max + Bull",93,0.009234,-0.095715,0.108622,0.85946,false
"GLOBAL (all modes, all maps)",pair,"Colette + Tara",102,-0.008653,-0.104729,0.093960,0.86009,false
"GLOBAL (all modes, all maps)",pair,"Emz + Bibi",316,0.004811,-0.048737,0.058399,0.86056,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Tara",89,-0.009638,-0.111250,0.103141,0.86161,false
"GLOBAL (all modes, all maps)",pair,"Bibi + Carl",89,0.009249,-0.094993,0.113656,0.86194,false
"GLOBAL (all modes, all maps)",pair,"Stu + Dynamike",74,0.010335,-0.109128,0.129374,0.86411,false
"GLOBAL (all modes, all maps)",pair,"Penny + Brock",369,0.004455,-0.049329,0.057228,0.86486,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Shade",99,0.008250,-0.086303,0.103401,0.86604,false
"GLOBAL (all modes, all maps)",pair,"Ruffs + Crow",449,-0.003889,-0.049667,0.040068,0.86679,false
"GLOBAL (all modes, all maps)",pair,"Fang + Stu",103,0.008432,-0.085714,0.106188,0.86758,false
"GLOBAL (all modes, all maps)",pair,"Cordelius + Max",63,0.010622,-0.112152,0.133194,0.86760,false
"GLOBAL (all modes, all maps)",pair,"Belle + Mortis",90,-0.008637,-0.108546,0.090369,0.86782,false
"GLOBAL (all modes, all maps)",pair,"Gigi + Brock",123,-0.007472,-0.097346,0.083794,0.86922,false
"GLOBAL (all modes, all maps)",pair,"Gene + Mortis",219,-0.005679,-0.074950,0.060538,0.86971,false
"GLOBAL (all modes, all maps)",pair,"Mico + Colette",174,0.006132,-0.065186,0.082239,0.86973,false
"GLOBAL (all modes, all maps)",pair,"Meg + Bibi",220,-0.005532,-0.075533,0.058633,0.87016,false
"GLOBAL (all modes, all maps)",pair,"Ruffs + Bo",93,0.008427,-0.092024,0.109581,0.87053,false
"GLOBAL (all modes, all maps)",pair,"Byron + 8-Bit",345,0.004359,-0.048022,0.057402,0.87140,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Crow",421,-0.003949,-0.051108,0.044568,0.87170,false
"GLOBAL (all modes, all maps)",pair,"Kenji + Surge",196,-0.005836,-0.077074,0.065053,0.87182,false
"GLOBAL (all modes, all maps)",pair,"8-Bit + Leon",223,0.005491,-0.058598,0.072134,0.87249,false
"GLOBAL (all modes, all maps)",pair,"Griff + Nani",124,0.007305,-0.073199,0.098926,0.87265,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Gus",141,-0.006514,-0.086655,0.075867,0.87281,false
"GLOBAL (all modes, all maps)",pair,"Crow + Jessie",156,0.006403,-0.076169,0.083466,0.87327,false
"GLOBAL (all modes, all maps)",pair,"Damian + Shade",87,-0.008375,-0.112589,0.088850,0.87350,false
"GLOBAL (all modes, all maps)",pair,"Frank + Crow",86,0.008503,-0.098403,0.117065,0.87783,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Surge",275,0.004498,-0.054744,0.061620,0.87843,false
"GLOBAL (all modes, all maps)",pair,"Meg + Tick",201,-0.005381,-0.076667,0.066616,0.87910,false
"GLOBAL (all modes, all maps)",pair,"Kenji + Tara",113,-0.007111,-0.096428,0.086537,0.88148,false
"GLOBAL (all modes, all maps)",pair,"Mina + Spike",85,0.008142,-0.098704,0.116718,0.88212,false
"GLOBAL (all modes, all maps)",pair,"Belle + Surge",133,0.006399,-0.078772,0.096750,0.88357,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Belle",101,-0.007245,-0.101344,0.088019,0.88520,false
"GLOBAL (all modes, all maps)",pair,"Carl + Rico",243,-0.004529,-0.070202,0.056028,0.88521,false
"GLOBAL (all modes, all maps)",pair,"Kaze + 8-Bit",217,0.004720,-0.060037,0.070514,0.88652,false
"GLOBAL (all modes, all maps)",pair,"Gus + Crow",111,0.006764,-0.088957,0.094746,0.88789,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Byron",396,-0.003440,-0.051893,0.044813,0.89068,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Fang",61,-0.008612,-0.128870,0.114650,0.89117,false
"GLOBAL (all modes, all maps)",pair,"Mandy + Spike",149,0.005572,-0.074304,0.084916,0.89135,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Piper",561,-0.002837,-0.045549,0.038298,0.89170,false
"GLOBAL (all modes, all maps)",pair,"Clancy + Brock",83,0.007628,-0.102386,0.122561,0.89274,false
"GLOBAL (all modes, all maps)",pair,"Frank + Bo",63,0.008353,-0.114942,0.128020,0.89306,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Lou",81,-0.007609,-0.122091,0.097132,0.89330,false
"GLOBAL (all modes, all maps)",pair,"Damian + Ruffs",177,-0.004935,-0.074910,0.065479,0.89355,false
"GLOBAL (all modes, all maps)",pair,"Squeak + Bo",86,-0.007446,-0.118069,0.105681,0.89359,false
"GLOBAL (all modes, all maps)",pair,"Clancy + Surge",77,0.007442,-0.100866,0.117645,0.89395,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Emz",184,0.004942,-0.068932,0.078213,0.89466,false
"GLOBAL (all modes, all maps)",pair,"Max + Gene",547,0.002848,-0.038843,0.046834,0.89546,false
"GLOBAL (all modes, all maps)",pair,"Kit + Edgar",106,-0.006077,-0.098523,0.083781,0.89605,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Colette",171,-0.004801,-0.077987,0.067039,0.89643,false
"GLOBAL (all modes, all maps)",pair,"Surge + Nani",175,0.005099,-0.071705,0.080780,0.89712,false
"GLOBAL (all modes, all maps)",pair,"Tick + Mortis",142,0.005313,-0.078953,0.087256,0.89737,false
"GLOBAL (all modes, all maps)",pair,"Meg + Bo",572,0.002563,-0.038942,0.038838,0.89866,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Chuck",96,0.006376,-0.097738,0.108671,0.90048,false
"GLOBAL (all modes, all maps)",pair,"Mandy + Sprout",69,-0.007922,-0.127732,0.117774,0.90055,false
"GLOBAL (all modes, all maps)",pair,"Mico + Spike",88,-0.006719,-0.112423,0.098003,0.90064,false
"GLOBAL (all modes, all maps)",pair,"Berry + Dynamike",63,-0.007485,-0.123525,0.111226,0.90145,false
"GLOBAL (all modes, all maps)",pair,"Meg + Ruffs",411,0.003123,-0.047482,0.054797,0.90151,false
"GLOBAL (all modes, all maps)",pair,"Sirius + Rico",83,-0.006685,-0.111254,0.098066,0.90237,false
"GLOBAL (all modes, all maps)",pair,"Surge + Brock",1250,-0.001754,-0.029597,0.027952,0.90266,false
"GLOBAL (all modes, all maps)",pair,"Gus + Fang",69,0.007484,-0.120906,0.125605,0.90292,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Ruffs",76,0.007062,-0.098921,0.129653,0.90337,false
"GLOBAL (all modes, all maps)",pair,"Najia + 8-Bit",130,-0.005050,-0.087137,0.080552,0.90420,false
"GLOBAL (all modes, all maps)",pair,"Edgar + 8-Bit",635,-0.002323,-0.040419,0.035659,0.90435,false
"GLOBAL (all modes, all maps)",pair,"Shade + Colette",67,-0.007290,-0.126865,0.111912,0.90462,false
"GLOBAL (all modes, all maps)",pair,"Cordelius + Surge",229,-0.003982,-0.070511,0.061951,0.90526,false
"GLOBAL (all modes, all maps)",pair,"Chester + Brock",309,0.003298,-0.050936,0.057385,0.90531,false
"GLOBAL (all modes, all maps)",pair,"Alli + Rico",132,0.005024,-0.080040,0.089924,0.90731,false
"GLOBAL (all modes, all maps)",pair,"Damian + Otis",297,0.003292,-0.051674,0.059625,0.90848,false
"GLOBAL (all modes, all maps)",pair,"Gene + Penny",72,0.006616,-0.111951,0.117741,0.90858,false
"GLOBAL (all modes, all maps)",pair,"Ruffs + Carl",64,0.006966,-0.110917,0.126390,0.90980,false
"GLOBAL (all modes, all maps)",pair,"Damian + Emz",312,-0.003219,-0.063917,0.051125,0.90993,false
"GLOBAL (all modes, all maps)",pair,"Belle + Brock",274,0.003446,-0.056811,0.063640,0.91024,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Nani",82,0.006255,-0.100354,0.120133,0.91028,false
"GLOBAL (all modes, all maps)",pair,"Najia + Nani",106,0.005295,-0.087097,0.099605,0.91143,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Cordelius",93,-0.005832,-0.108288,0.102577,0.91147,false
"GLOBAL (all modes, all maps)",pair,"Damian + Brock",473,0.002444,-0.039077,0.047429,0.91396,false
"GLOBAL (all modes, all maps)",pair,"Buzz + Brock",101,-0.005549,-0.105600,0.094019,0.91448,false
"GLOBAL (all modes, all maps)",pair,"Gus + Meg",74,0.005801,-0.102904,0.118595,0.91698,false
"GLOBAL (all modes, all maps)",pair,"Meg + Squeak",86,-0.005623,-0.114788,0.099291,0.91751,false
"GLOBAL (all modes, all maps)",pair,"Gigi + Meeple",93,-0.005560,-0.112594,0.103163,0.91853,false
"GLOBAL (all modes, all maps)",pair,"Mina + Brock",358,-0.002703,-0.052813,0.049574,0.91855,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Nani",126,0.004508,-0.082414,0.087946,0.91961,false
"GLOBAL (all modes, all maps)",pair,"Tara + Brock",261,0.003100,-0.055770,0.063315,0.91989,false
"GLOBAL (all modes, all maps)",pair,"Bea + Crow",70,0.005906,-0.111067,0.119636,0.92011,false
"GLOBAL (all modes, all maps)",pair,"Chuck + 8-Bit",84,-0.005404,-0.112383,0.101568,0.92049,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Bull",79,-0.005600,-0.110222,0.102077,0.92064,false
"GLOBAL (all modes, all maps)",pair,"Damian + Bibi",111,0.004681,-0.083394,0.100933,0.92086,false
"GLOBAL (all modes, all maps)",pair,"Stu + Penny",120,0.004586,-0.083799,0.093693,0.92089,false
"GLOBAL (all modes, all maps)",pair,"Mortis + Spike",219,0.003310,-0.063938,0.068410,0.92104,false
"GLOBAL (all modes, all maps)",pair,"Colette + Bibi",77,0.005459,-0.103197,0.118591,0.92291,false
"GLOBAL (all modes, all maps)",pair,"Lily + Leon",62,-0.006024,-0.127460,0.115961,0.92348,false
"GLOBAL (all modes, all maps)",pair,"Mico + Emz",73,0.005712,-0.108536,0.120446,0.92369,false
"GLOBAL (all modes, all maps)",pair,"8-Bit + Nita",90,-0.005057,-0.107253,0.100535,0.92407,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Dynamike",64,0.005902,-0.120691,0.122418,0.92503,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Carl",84,0.005025,-0.102849,0.114875,0.92698,false
"GLOBAL (all modes, all maps)",pair,"Meg + Byron",257,0.002830,-0.058160,0.061732,0.92701,false
"GLOBAL (all modes, all maps)",pair,"Max + Tick",68,-0.005619,-0.130231,0.109255,0.92743,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Leon",75,-0.005057,-0.116124,0.102805,0.92765,false
"GLOBAL (all modes, all maps)",pair,"Lily + Bo",83,-0.004905,-0.110294,0.100085,0.92972,false
"GLOBAL (all modes, all maps)",pair,"Gray + Gus",87,-0.004645,-0.108524,0.098074,0.92997,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Crow",449,-0.002031,-0.049914,0.045004,0.93126,false
"GLOBAL (all modes, all maps)",pair,"Berry + Fang",73,-0.004854,-0.115510,0.122483,0.93361,false
"GLOBAL (all modes, all maps)",pair,"Gus + Rico",73,-0.004826,-0.118775,0.114997,0.93578,false
"GLOBAL (all modes, all maps)",pair,"Bo + Spike",233,-0.002656,-0.068787,0.062531,0.93608,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Frank",141,-0.003285,-0.081959,0.079849,0.93620,false
"GLOBAL (all modes, all maps)",pair,"Emz + Crow",634,-0.001631,-0.041348,0.037504,0.93640,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Shade",311,0.002178,-0.051358,0.057880,0.93729,false
"GLOBAL (all modes, all maps)",pair,"Gene + Colt",77,-0.004436,-0.115287,0.105251,0.93781,false
"GLOBAL (all modes, all maps)",pair,"Bea + Colt",76,0.004312,-0.109438,0.110271,0.94005,false
"GLOBAL (all modes, all maps)",pair,"Gus + Leon",152,-0.003022,-0.081918,0.077108,0.94019,false
"GLOBAL (all modes, all maps)",pair,"Najia + Belle",74,0.004223,-0.099771,0.123315,0.94046,false
"GLOBAL (all modes, all maps)",pair,"Bo + Rico",338,-0.001937,-0.057784,0.048862,0.94330,false
"GLOBAL (all modes, all maps)",pair,"Lou + Crow",251,-0.002238,-0.065208,0.058949,0.94420,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Sirius",119,0.003126,-0.089441,0.087581,0.94493,false
"GLOBAL (all modes, all maps)",pair,"Melodie + Piper",183,-0.002566,-0.078141,0.069416,0.94498,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Dynamike",105,0.003297,-0.088742,0.096527,0.94539,false
"GLOBAL (all modes, all maps)",pair,"Kenji + 8-Bit",112,0.003169,-0.092020,0.096922,0.94656,false
"GLOBAL (all modes, all maps)",pair,"Surge + Emz",553,-0.001406,-0.043356,0.039505,0.94698,false
"GLOBAL (all modes, all maps)",pair,"Squeak + Byron",114,0.003128,-0.090731,0.096347,0.94718,false
"GLOBAL (all modes, all maps)",pair,"Surge + Darryl",86,-0.003548,-0.103953,0.103923,0.94825,false
"GLOBAL (all modes, all maps)",pair,"Dynamike + Rico",153,-0.002321,-0.080515,0.076335,0.95323,false
"GLOBAL (all modes, all maps)",pair,"Pearl + Meg",117,0.002603,-0.084969,0.094863,0.95497,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Colt",132,-0.002320,-0.082469,0.085644,0.95619,false
"GLOBAL (all modes, all maps)",pair,"Otis + Bo",309,-0.001529,-0.054457,0.056028,0.95788,false
"GLOBAL (all modes, all maps)",pair,"Mico + Meg",111,0.002505,-0.091319,0.095953,0.95861,false
"GLOBAL (all modes, all maps)",pair,"Mina + Otis",96,0.002595,-0.098884,0.101220,0.95963,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Emz",418,-0.001232,-0.050292,0.044428,0.96002,false
"GLOBAL (all modes, all maps)",pair,"Penny + Bo",205,-0.001610,-0.070489,0.064779,0.96285,false
"GLOBAL (all modes, all maps)",pair,"Shade + Bibi",126,-0.002052,-0.088313,0.083308,0.96287,false
"GLOBAL (all modes, all maps)",pair,"Pearl + Mandy",61,0.002969,-0.126893,0.124629,0.96293,false
"GLOBAL (all modes, all maps)",pair,"Grom + Brock",154,0.001894,-0.081961,0.081255,0.96317,false
"GLOBAL (all modes, all maps)",pair,"Surge + El Primo",60,-0.003030,-0.130307,0.129331,0.96331,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Ruffs",342,-0.001217,-0.052478,0.051832,0.96347,false
"GLOBAL (all modes, all maps)",pair,"Chuck + Griff",183,0.001625,-0.069993,0.069161,0.96349,false
"GLOBAL (all modes, all maps)",pair,"Pearl + Stu",89,-0.002408,-0.104728,0.104654,0.96452,false
"GLOBAL (all modes, all maps)",pair,"Emz + Tara",316,0.001187,-0.053966,0.051401,0.96486,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Tick",126,-0.001947,-0.087431,0.089231,0.96496,false
"GLOBAL (all modes, all maps)",pair,"Kit + Rico",88,0.002291,-0.104076,0.107637,0.96553,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Shade",208,0.001443,-0.064486,0.070105,0.96656,false
"GLOBAL (all modes, all maps)",pair,"Chester + Griff",759,0.000721,-0.034367,0.034705,0.96714,false
"GLOBAL (all modes, all maps)",pair,"Surge + Barley",114,0.001935,-0.091369,0.095399,0.96735,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Pierce",240,-0.001239,-0.065139,0.056751,0.96814,false
"GLOBAL (all modes, all maps)",pair,"Leon + Bo",155,0.001476,-0.072609,0.081763,0.97008,false
"GLOBAL (all modes, all maps)",pair,"Grom + Colt",66,-0.002285,-0.125053,0.118273,0.97057,false
"GLOBAL (all modes, all maps)",pair,"Lou + Brock",105,-0.001697,-0.093969,0.095291,0.97181,false
"GLOBAL (all modes, all maps)",pair,"Shade + Brock",201,0.001131,-0.063700,0.069948,0.97403,false
"GLOBAL (all modes, all maps)",pair,"Squeak + Emz",85,-0.001792,-0.111405,0.111163,0.97429,false
"GLOBAL (all modes, all maps)",pair,"Sprout + Max",172,0.001146,-0.073105,0.077720,0.97593,false
"GLOBAL (all modes, all maps)",pair,"Berry + Stu",71,0.001740,-0.112396,0.120516,0.97645,false
"GLOBAL (all modes, all maps)",pair,"Meg + Crow",1056,0.000441,-0.030151,0.029150,0.97672,false
"GLOBAL (all modes, all maps)",pair,"Chester + Lou",71,-0.001687,-0.115583,0.123526,0.97798,false
"GLOBAL (all modes, all maps)",pair,"Willow + Crow",63,0.001690,-0.115460,0.128885,0.97807,false
"GLOBAL (all modes, all maps)",pair,"Grom + Byron",92,-0.001310,-0.105118,0.100056,0.97994,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Mandy",100,0.001181,-0.101040,0.099641,0.98133,false
"GLOBAL (all modes, all maps)",pair,"Jessie + Colt",143,-0.000581,-0.079747,0.080339,0.98886,false
"GLOBAL (all modes, all maps)",pair,"Crow + Rico",911,0.000220,-0.030543,0.034491,0.98924,false
"GLOBAL (all modes, all maps)",pair,"Fang + Nani",75,-0.000577,-0.111961,0.106676,0.99191,false
"GLOBAL (all modes, all maps)",pair,"Mina + Bo",122,0.000410,-0.087259,0.088005,0.99289,false
"GLOBAL (all modes, all maps)",pair,"Ash + Bo",62,0.000487,-0.124631,0.120111,0.99372,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Poco",81,0.000441,-0.106892,0.119113,0.99375,false
"GLOBAL (all modes, all maps)",pair,"Mandy + 8-Bit",208,-0.000172,-0.065542,0.068525,0.99606,false
"GLOBAL (all modes, all maps)",pair,"Meg + Poco",114,0.000218,-0.093802,0.090060,0.99632,false
"GLOBAL (all modes, all maps)",pair,"Emz + Brock",355,0.000112,-0.051631,0.050769,0.99652,false
"GLOBAL (all modes, all maps)",pair,"Mina + Pearl",62,0.000048,-0.131718,0.118464,0.99940,false
